date,tournament,level,bestOf,surface,indoor,round,winner_name,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,winner_seed,speed,loser_entry,winner_entry,outcome
2022-03-10,Indian Wells Masters,M,3,H,false,SF,Rafael Nadal,Spain,ESP,4,2,2411,Carlos Alcaraz Garfia,19,Spain,ESP,19,-2,2072,6-4 4-6 6-3,4,55,,,
2022-03-10,Indian Wells Masters,M,3,H,false,QF,Rafael Nadal,Spain,ESP,4,3,2408,Nick Kyrgios,,Australia,AUS,132,-2,2058,7-6(0) 5-7 6-4,4,55,WC,,
2022-03-10,Indian Wells Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,4,2,2406,Reilly Opelka,17,United States,USA,17,-3,2024,7-6(3) 7-6(5),4,55,,,
2022-03-10,Indian Wells Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,4,1,2405,Daniel Evans,27,United Kingdom,GBR,29,-2,1983,7-5 6-3,4,55,,,
2022-03-10,Indian Wells Masters,M,3,H,false,R64,Rafael Nadal,Spain,ESP,4,2,2403,Sebastian Korda,,United States,USA,38,-1,1965,6-2 1-6 7-6(3),4,55,,,
2022-02-21,Acapulco,A,3,H,false,F,Rafael Nadal,Spain,ESP,5,3,2400,Cameron Norrie,6,United Kingdom,GBR,12,-3,2079,6-4 6-4,4,49,,,
2022-02-21,Acapulco,A,3,H,false,SF,Rafael Nadal,Spain,ESP,5,7,2393,Daniil Medvedev,1,Russian Federation,RUS,2,-8,2319,6-3 6-3,4,49,,,
2022-02-21,Acapulco,A,3,H,false,QF,Rafael Nadal,Spain,ESP,5,2,2391,Tommy Paul,,United States,USA,39,-1,1969,6-0 7-6(5),4,49,,,
2022-02-21,Acapulco,A,3,H,false,R16,Rafael Nadal,Spain,ESP,5,,2391,Stefan Kozlov,,United States,USA,130,-1,1765,6-0 6-3,4,49,LL,,
2022-02-21,Acapulco,A,3,H,false,R32,Rafael Nadal,Spain,ESP,5,1,2390,Denis Kudla,,United States,USA,100,,1789,6-3 6-2,4,49,LL,,
2022-01-17,Australian Open,G,5,H,false,F,Rafael Nadal,Spain,ESP,5,14,2376,Daniil Medvedev,2,Russian Federation,RUS,2,-14,2330,2-6 6-7(5) 6-4 6-4 7-5,6,67,,,
2022-01-17,Australian Open,G,5,H,false,SF,Rafael Nadal,Spain,ESP,5,7,2369,Matteo Berrettini,7,Italy,ITA,7,-7,2166,6-3 6-2 3-6 6-3,6,67,,,
2022-01-17,Australian Open,G,5,H,false,QF,Rafael Nadal,Spain,ESP,5,4,2365,Denis Shapovalov,14,Canada,CAN,14,-4,2064,6-3 6-4 4-6 3-6 6-3,6,67,,,
2022-01-17,Australian Open,G,5,H,false,R16,Rafael Nadal,Spain,ESP,5,1,2364,Adrian Mannarino,,France,FRA,69,-2,1894,7-6(14) 6-2 6-2,6,67,,,
2022-01-17,Australian Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,5,3,2361,Karen Khachanov,28,Russian Federation,RUS,30,-3,2019,6-3 6-2 3-6 6-1,6,67,,,
2022-01-17,Australian Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,5,1,2360,Yannick Hanfmann,,Germany,GER,126,-2,1828,6-2 6-3 6-4,6,67,Q,,
2022-01-17,Australian Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,5,2,2358,Marcos Giron,,United States,USA,66,-2,1906,6-1 6-4 6-2,6,67,,,
2022-01-04,Melbourne,B,3,H,false,F,Rafael Nadal,Spain,ESP,6,1,2357,Maxime Cressy,,France,FRA,112,-1,1882,7-6(6) 6-3,1,56,Q,,
2022-01-04,Melbourne,B,3,H,false,SF,Rafael Nadal,Spain,ESP,6,1,2356,Emil Ruusuvuori,,Finland,FIN,95,-1,1881,6-4 7-5,1,56,,,
2022-01-04,Melbourne,B,3,H,false,QF,Rafael Nadal,Spain,ESP,6,1,2355,Tallon Griekspoor,,Netherlands,NED,65,,1801,W/O,1,56,,,W/O
2022-01-04,Melbourne,B,3,H,false,R16,Rafael Nadal,Spain,ESP,6,1,2354,Ricardas Berankis,,Lithuania,LTU,104,-1,1838,6-2 7-5,1,56,Q,,
2021-08-02,Washington,A,3,H,false,R16,Lloyd George Muirhead Harris,South Africa,RSA,50,19,1911,Rafael Nadal,1,Spain,ESP,3,-16,2374,6-4 1-6 6-4,14,50,WC,,
2021-08-02,Washington,A,3,H,false,R32,Rafael Nadal,Spain,ESP,3,1,2373,Jack Sock,,United States,USA,192,-1,1869,6-2 4-6 7-6(1),1,50,WC,WC,
2021-05-30,Roland Garros,G,5,C,false,SF,Novak Djokovic,Serbia,SRB,1,14,2394,Rafael Nadal,3,Spain,ESP,3,-14,2388,3-6 6-3 7-6(4) 6-2,1,38,,,
2021-05-30,Roland Garros,G,5,C,false,QF,Rafael Nadal,Spain,ESP,3,3,2385,Diego Sebastian Schwartzman,10,Argentina,ARG,10,-3,2035,6-3 4-6 6-4 6-0,3,38,,,
2021-05-30,Roland Garros,G,5,C,false,R16,Rafael Nadal,Spain,ESP,3,4,2381,Jannik Sinner,18,Italy,ITA,19,-4,2068,7-5 6-3 6-0,3,38,,,
2021-05-30,Roland Garros,G,5,C,false,R32,Rafael Nadal,Spain,ESP,3,2,2379,Cameron Norrie,,United Kingdom,GBR,45,-2,1990,6-3 6-3 6-3,3,38,,,
2021-05-30,Roland Garros,G,5,C,false,R64,Rafael Nadal,Spain,ESP,3,2,2377,Richard Gasquet,,France,FRA,51,-2,1931,6-0 7-5 6-2,3,38,,,
2021-05-30,Roland Garros,G,5,C,false,R128,Rafael Nadal,Spain,ESP,3,1,2376,Alexei Popyrin,,Australia,AUS,62,-2,1916,6-3 6-2 7-6(3),3,38,,,
2021-05-09,Rome Masters,M,3,C,false,F,Rafael Nadal,Spain,ESP,2,14,2362,Novak Djokovic,1,Serbia,SRB,1,-13,2395,7-5 1-6 6-3,2,43,,,
2021-05-09,Rome Masters,M,3,C,false,SF,Rafael Nadal,Spain,ESP,2,2,2360,Reilly Opelka,,United States,USA,46,-2,1933,6-4 6-4,2,43,,,
2021-05-09,Rome Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,2,6,2354,Alexander Zverev,6,Germany,GER,6,-6,2206,6-3 6-4,2,43,,,
2021-05-09,Rome Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,2,2,2352,Denis Shapovalov,13,Canada,CAN,14,-3,1999,3-6 6-4 7-6(3),2,43,,,
2021-05-09,Rome Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,2,3,2349,Jannik Sinner,,Italy,ITA,18,-3,2059,7-5 6-4,2,43,,,
2021-05-02,Madrid Masters,M,3,C,false,QF,Alexander Zverev,Germany,GER,6,16,2161,Rafael Nadal,1,Spain,ESP,2,-16,2365,6-4 6-4,5,55,,,
2021-05-02,Madrid Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,2,2,2363,Alexei Popyrin,,Australia,AUS,77,-2,1918,6-3 6-3,1,55,Q,,
2021-05-02,Madrid Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,2,,2363,Carlos Alcaraz Garfia,,Spain,ESP,120,-1,1793,6-1 6-2,1,55,WC,,
2021-04-19,Barcelona,A,3,C,false,F,Rafael Nadal,Spain,ESP,3,7,2356,Stefanos Tsitsipas,2,Greece,GRE,5,-7,2223,6-4 6-7(6) 7-5,1,34,,,
2021-04-19,Barcelona,A,3,C,false,SF,Rafael Nadal,Spain,ESP,3,4,2352,Pablo Carreno Busta,6,Spain,ESP,13,-4,2089,6-3 6-2,1,34,,,
2021-04-19,Barcelona,A,3,C,false,QF,Rafael Nadal,Spain,ESP,3,1,2351,Cameron Norrie,,United Kingdom,GBR,58,-2,1925,6-1 6-4,1,34,,,
2021-04-19,Barcelona,A,3,C,false,R16,Rafael Nadal,Spain,ESP,3,3,2348,Kei Nishikori,,Japan,JPN,39,-2,2046,6-0 2-6 6-2,1,34,,,
2021-04-19,Barcelona,A,3,C,false,R32,Rafael Nadal,Spain,ESP,3,1,2347,Ilya Ivashka,,Belarus,BLR,111,-1,1804,3-6 6-2 6-4,1,34,Q,,
2021-04-11,Monte Carlo Masters,M,3,C,false,QF,Andrey Rublev,Russian Federation,RUS,8,15,2213,Rafael Nadal,3,Spain,ESP,3,-15,2362,6-2 4-6 6-2,6,24,,,
2021-04-11,Monte Carlo Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,3,3,2359,Grigor Dimitrov,14,Bulgaria,BUL,17,-3,2060,6-1 6-1,3,24,,,
2021-04-11,Monte Carlo Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,3,1,2358,Federico Delbonis,,Argentina,ARG,85,-1,1820,6-1 6-2,3,24,Q,,
2021-02-08,Australian Open,G,5,H,false,QF,Stefanos Tsitsipas,Greece,GRE,6,20,2180,Rafael Nadal,2,Spain,ESP,2,-20,2379,3-6 2-6 7-6(4) 6-4 7-5,5,65,,,
2021-02-08,Australian Open,G,5,H,false,R16,Rafael Nadal,Spain,ESP,2,2,2377,Fabio Fognini,16,Italy,ITA,17,-3,1983,6-3 6-4 6-2,2,65,,,
2021-02-08,Australian Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,2,1,2376,Cameron Norrie,,United Kingdom,GBR,69,-2,1872,7-5 6-2 7-5,2,65,,,
2021-02-08,Australian Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,2,1,2375,Michael Mmoh,,United States,USA,177,-2,1772,6-1 6-4 6-2,2,65,Q,,
2021-02-08,Australian Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,2,1,2374,Laslo Djere,,Serbia,SRB,56,-2,1851,6-3 6-4 6-1,2,65,,,
2020-11-16,Tour Finals,F,3,H,true,SF,Daniil Medvedev,Russian Federation,RUS,4,17,2214,Rafael Nadal,2,Spain,ESP,2,-17,2392,3-6 7-6(4) 6-3,4,98,,,
2020-11-16,Tour Finals,F,3,H,true,RR,Dominic Thiem,Austria,AUT,3,17,2231,Rafael Nadal,2,Spain,ESP,2,-16,2408,7-6(7) 7-6(4),3,98,,,
2020-11-16,Tour Finals,F,3,H,true,RR,Rafael Nadal,Spain,ESP,2,4,2404,Stefanos Tsitsipas,6,Greece,GRE,6,-4,2156,6-4 4-6 6-2,2,98,,,
2020-11-16,Tour Finals,F,3,H,true,RR,Rafael Nadal,Spain,ESP,2,5,2399,Andrey Rublev,7,Russian Federation,RUS,8,-5,2188,6-3 6-4,2,98,,,
2020-11-02,Paris Masters,M,3,H,true,SF,Alexander Zverev,Germany,GER,7,18,2183,Rafael Nadal,1,Spain,ESP,2,-18,2417,6-4 7-5,4,81,,,
2020-11-02,Paris Masters,M,3,H,true,QF,Rafael Nadal,Spain,ESP,2,3,2414,Pablo Carreno Busta,9,Spain,ESP,15,-2,2077,4-6 7-5 6-1,1,81,,,
2020-11-02,Paris Masters,M,3,H,true,R16,Rafael Nadal,Spain,ESP,2,1,2413,Jordan Thompson,,Australia,AUS,61,-1,1889,6-1 7-6(3),1,81,,,
2020-11-02,Paris Masters,M,3,H,true,R32,Rafael Nadal,Spain,ESP,2,1,2412,Feliciano Lopez,,Spain,ESP,64,-1,1900,4-6 7-6(5) 6-4,1,81,,,
2020-09-28,Roland Garros,G,5,C,false,F,Rafael Nadal,Spain,ESP,2,18,2394,Novak Djokovic,2,Serbia,SRB,1,-18,2442,6-0 6-2 7-5,1,30,,,
2020-09-28,Roland Garros,G,5,C,false,SF,Rafael Nadal,Spain,ESP,2,5,2389,Diego Sebastian Schwartzman,12,Argentina,ARG,14,-5,2096,6-3 6-3 7-6(0),2,30,,,
2020-09-28,Roland Garros,G,5,C,false,QF,Rafael Nadal,Spain,ESP,2,1,2388,Jannik Sinner,,Italy,ITA,75,-2,1918,7-6(4) 6-4 6-1,2,30,,,
2020-09-28,Roland Garros,G,5,C,false,R16,Rafael Nadal,Spain,ESP,2,1,2387,Sebastian Korda,,United States,USA,213,-1,1771,6-1 6-1 6-2,2,30,Q,,
2020-09-28,Roland Garros,G,5,C,false,R32,Rafael Nadal,Spain,ESP,2,1,2386,Stefano Travaglia,,Italy,ITA,74,-1,1834,6-1 6-4 6-0,2,30,,,
2020-09-28,Roland Garros,G,5,C,false,R64,Rafael Nadal,Spain,ESP,2,1,2385,Mackenzie Mcdonald,,United States,USA,236,-1,1798,6-1 6-0 6-3,2,30,,,
2020-09-28,Roland Garros,G,5,C,false,R128,Rafael Nadal,Spain,ESP,2,1,2384,Egor Gerasimov,,Belarus,BLR,83,-2,1928,6-4 6-4 6-2,2,30,,,
2020-09-14,Rome Masters,M,3,C,false,QF,Diego Sebastian Schwartzman,Argentina,ARG,15,20,2022,Rafael Nadal,2,Spain,ESP,2,-18,2402,6-2 7-5,8,46,,,
2020-09-14,Rome Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,2,1,2401,Dusan Lajovic,,Serbia,SRB,25,-2,1889,6-1 6-3,2,46,,,
2020-09-14,Rome Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,2,2,2399,Pablo Carreno Busta,,Spain,ESP,18,-3,2044,6-1 6-1,2,46,,,
2020-02-24,Acapulco,A,3,H,false,F,Rafael Nadal,Spain,ESP,2,1,2398,Taylor Harry Fritz,,United States,USA,35,-2,1974,6-3 6-2,1,62,,,
2020-02-24,Acapulco,A,3,H,false,SF,Rafael Nadal,Spain,ESP,2,3,2395,Grigor Dimitrov,7,Bulgaria,BUL,22,-3,2038,6-3 6-2,1,62,,,
2020-02-24,Acapulco,A,3,H,false,QF,Rafael Nadal,Spain,ESP,2,,2395,Soon Woo Kwon,,"Korea, Republic of",KOR,76,-1,1842,6-2 6-1,1,62,,,
2020-02-24,Acapulco,A,3,H,false,R16,Rafael Nadal,Spain,ESP,2,1,2394,Miomir Kecmanovic,,Serbia,SRB,50,-2,1915,6-2 7-5,1,62,,,
2020-02-24,Acapulco,A,3,H,false,R32,Rafael Nadal,Spain,ESP,2,1,2393,Pablo Andujar,,Spain,ESP,54,-1,1812,6-3 6-2,1,62,,,
2020-01-20,Australian Open,G,5,H,false,QF,Dominic Thiem,Austria,AUT,5,21,2207,Rafael Nadal,1,Spain,ESP,1,-21,2414,7-6(3) 7-6(4) 4-6 7-6(6),5,71,,,
2020-01-20,Australian Open,G,5,H,false,R16,Rafael Nadal,Spain,ESP,1,4,2410,Nick Kyrgios,23,Australia,AUS,26,-4,2105,6-3 3-6 7-6(6) 7-6(4),1,71,,,
2020-01-20,Australian Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,1,2,2408,Pablo Carreno Busta,27,Spain,ESP,30,-3,2014,6-1 6-2 6-4,1,71,,,
2020-01-20,Australian Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,1,1,2407,Federico Delbonis,,Argentina,ARG,76,-1,1818,6-3 7-6(4) 6-1,1,71,,,
2020-01-20,Australian Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,1,1,2406,Hugo Dellien,,"Bolivia, Plurinational State of",BOL,73,-1,1763,6-2 6-3 6-0,1,71,,,
2020-01-06,ATP Cup,T,3,H,false,F,Novak Djokovic,Serbia,SRB,2,11,2379,Rafael Nadal,,Spain,ESP,1,-12,2418,6-2 7-6(4),,66,,,
2020-01-06,ATP Cup,T,3,H,false,SF,Rafael Nadal,Spain,ESP,1,2,2416,Alex De Minaur,,Australia,AUS,18,-2,2057,4-6 7-5 6-1,,66,,,
2020-01-06,ATP Cup,T,3,H,false,QF,David Goffin,Belgium,BEL,11,16,2077,Rafael Nadal,,Spain,ESP,1,-15,2431,6-4 7-6(3),,66,,,
2020-01-06,ATP Cup,T,3,H,false,RR,Rafael Nadal,Spain,ESP,1,1,2430,Yoshihito Nishioka,,Japan,JPN,72,-1,1953,7-6(4) 6-4,,66,,,
2020-01-06,ATP Cup,T,3,H,false,RR,Rafael Nadal,Spain,ESP,1,1,2429,Nikoloz Basilashvili,,Georgia,GEO,26,-1,1955,6-3 7-5,,66,,,
2020-01-06,ATP Cup,T,3,H,false,RR,Rafael Nadal,Spain,ESP,1,1,2428,Pablo Cuevas,,Uruguay,URU,45,-1,1857,6-2 6-1,,66,,,
2019-11-24,Davis Cup Finals,D,3,H,true,F,Rafael Nadal,Spain,ESP,1,2,2426,Denis Shapovalov,,Canada,CAN,15,-2,2068,6-3 7-6(7),,,,,
2019-11-23,Davis Cup Finals,D,3,H,true,SF,Rafael Nadal,Spain,ESP,1,1,2425,Daniel Evans,,United Kingdom,GBR,42,-1,1899,6-4 6-0,,,,,
2019-11-22,Davis Cup Finals,D,3,H,true,QF,Rafael Nadal,Spain,ESP,1,2,2423,Diego Sebastian Schwartzman,,Argentina,ARG,14,-1,2040,6-1 6-2,,,,,
2019-11-20,Davis Cup Finals,D,3,H,true,RR,Rafael Nadal,Spain,ESP,1,,2423,Borna Gojo,,Croatia,CRO,280,-1,1604,6-4 6-3,,,,,
2019-11-19,Davis Cup Finals,D,3,H,true,RR,Rafael Nadal,Spain,ESP,1,1,2422,Karen Khachanov,,Russian Federation,RUS,17,-2,2040,6-3 7-6(7),,,,,
2019-11-11,Tour Finals,F,3,H,true,RR,Rafael Nadal,Spain,ESP,1,5,2417,Daniil Medvedev,4,Russian Federation,RUS,4,-5,2198,6-7(3) 6-3 7-6(4),1,98,,,
2019-11-11,Tour Finals,F,3,H,true,RR,Rafael Nadal,Spain,ESP,1,4,2413,Stefanos Tsitsipas,6,Greece,GRE,6,-4,2145,6-7(4) 6-4 7-5,1,98,,,
2019-11-11,Tour Finals,F,3,H,true,RR,Alexander Zverev,Germany,GER,7,20,2113,Rafael Nadal,1,Spain,ESP,1,-19,2432,6-2 6-4,7,98,,,
2019-10-28,Paris Masters,M,3,H,true,SF,Denis Shapovalov,Canada,CAN,28,11,2046,Rafael Nadal,2,Spain,ESP,2,-10,2442,W/O,,89,,,W/O
2019-10-28,Paris Masters,M,3,H,true,QF,Rafael Nadal,Spain,ESP,2,2,2440,Jo Wilfried Tsonga,,France,FRA,35,-3,2074,7-6(4) 6-1,2,89,WC,,
2019-10-28,Paris Masters,M,3,H,true,R16,Rafael Nadal,Spain,ESP,2,3,2437,Stan Wawrinka,16,Switzerland,SUI,16,-3,2117,6-4 6-4,2,89,,,
2019-10-28,Paris Masters,M,3,H,true,R32,Rafael Nadal,Spain,ESP,2,1,2436,Adrian Mannarino,,France,FRA,43,-2,1951,7-5 6-4,2,89,WC,,
2019-08-26,US Open,G,5,H,false,F,Rafael Nadal,Spain,ESP,2,7,2429,Daniil Medvedev,5,Russian Federation,RUS,5,-7,2209,7-5 6-3 5-7 4-6 6-4,2,61,,,
2019-08-26,US Open,G,5,H,false,SF,Rafael Nadal,Spain,ESP,2,3,2426,Matteo Berrettini,24,Italy,ITA,25,-3,2082,7-6(6) 6-4 6-1,2,61,,,
2019-08-26,US Open,G,5,H,false,QF,Rafael Nadal,Spain,ESP,2,3,2423,Diego Sebastian Schwartzman,20,Argentina,ARG,21,-3,2069,6-4 7-5 6-2,2,61,,,
2019-08-26,US Open,G,5,H,false,R16,Rafael Nadal,Spain,ESP,2,4,2419,Marin Cilic,22,Croatia,CRO,23,-3,2080,6-3 3-6 6-1 6-2,2,61,,,
2019-08-26,US Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,2,1,2418,Hyeon Chung,,"Korea, Republic of",KOR,170,-2,1957,6-3 6-4 6-2,2,61,,,
2019-08-26,US Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,2,1,2417,Thanasi Kokkinakis,,Australia,AUS,203,,1823,W/O,2,61,,,W/O
2019-08-26,US Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,2,1,2416,John Millman,,Australia,AUS,60,-1,1878,6-3 6-2 6-2,2,61,,,
2019-08-05,Canada Masters,M,3,H,false,F,Rafael Nadal,Spain,ESP,2,4,2412,Daniil Medvedev,8,Russian Federation,RUS,9,-4,2129,6-3 6-0,1,68,,,
2019-08-05,Canada Masters,M,3,H,false,SF,Rafael Nadal,Spain,ESP,2,1,2411,Gael Monfils,16,France,FRA,20,-1,2071,W/O,1,68,,,W/O
2019-08-05,Canada Masters,M,3,H,false,QF,Rafael Nadal,Spain,ESP,2,2,2409,Fabio Fognini,7,Italy,ITA,11,-3,2049,2-6 6-1 6-2,1,68,,,
2019-08-05,Canada Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,2,2,2407,Guido Pella,,Argentina,ARG,24,-2,2011,6-3 6-4,1,68,,,
2019-08-05,Canada Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,2,1,2406,Daniel Evans,,United Kingdom,GBR,53,-1,1911,7-6(6) 6-4,1,68,Q,,
2019-07-01,Wimbledon,G,5,G,false,SF,Roger Federer,Switzerland,SUI,3,17,2377,Rafael Nadal,3,Spain,ESP,2,-16,2422,7-6(3) 1-6 6-3 6-4,2,76,,,
2019-07-01,Wimbledon,G,5,G,false,QF,Rafael Nadal,Spain,ESP,2,3,2419,Sam Querrey,,United States,USA,65,-2,2019,7-5 6-2 6-2,3,76,,,
2019-07-01,Wimbledon,G,5,G,false,R16,Rafael Nadal,Spain,ESP,2,1,2418,Joao Sousa,,Portugal,POR,69,-2,1896,6-2 6-2 6-2,3,76,,,
2019-07-01,Wimbledon,G,5,G,false,R32,Rafael Nadal,Spain,ESP,2,3,2415,Jo Wilfried Tsonga,,France,FRA,72,-3,2056,6-2 6-3 6-2,3,76,,,
2019-07-01,Wimbledon,G,5,G,false,R64,Rafael Nadal,Spain,ESP,2,3,2412,Nick Kyrgios,,Australia,AUS,43,-3,2073,6-3 3-6 7-6(5) 7-6(3),3,76,,,
2019-07-01,Wimbledon,G,5,G,false,R128,Rafael Nadal,Spain,ESP,2,,2412,Yuichi Sugita,,Japan,JPN,274,-1,1741,6-3 6-1 6-3,3,76,,,
2019-05-27,Roland Garros,G,5,C,false,F,Rafael Nadal,Spain,ESP,2,8,2404,Dominic Thiem,4,Austria,AUT,4,-8,2217,6-3 5-7 6-1 6-1,2,47,,,
2019-05-27,Roland Garros,G,5,C,false,SF,Rafael Nadal,Spain,ESP,2,14,2390,Roger Federer,3,Switzerland,SUI,3,-13,2365,6-3 6-4 6-2,2,47,,,
2019-05-27,Roland Garros,G,5,C,false,QF,Rafael Nadal,Spain,ESP,2,5,2385,Kei Nishikori,7,Japan,JPN,7,-6,2158,6-1 6-1 6-3,2,47,,,
2019-05-27,Roland Garros,G,5,C,false,R16,Rafael Nadal,Spain,ESP,2,2,2383,Juan Ignacio Londero,,Argentina,ARG,78,-1,1855,6-2 6-3 6-3,2,47,,,
2019-05-27,Roland Garros,G,5,C,false,R32,Rafael Nadal,Spain,ESP,2,3,2380,David Goffin,27,Belgium,BEL,29,-4,2048,6-1 6-3 4-6 6-3,2,47,,,
2019-05-27,Roland Garros,G,5,C,false,R64,Rafael Nadal,Spain,ESP,2,1,2379,Yannick Maden,,Germany,GER,114,-1,1771,6-1 6-2 6-4,2,47,Q,,
2019-05-27,Roland Garros,G,5,C,false,R128,Rafael Nadal,Spain,ESP,2,,2379,Yannick Hanfmann,,Germany,GER,180,-1,1744,6-2 6-1 6-3,2,47,,,
2019-05-13,Rome Masters,M,3,C,false,F,Rafael Nadal,Spain,ESP,2,14,2365,Novak Djokovic,1,Serbia,SRB,1,-13,2403,6-0 4-6 6-1,2,47,,,
2019-05-13,Rome Masters,M,3,C,false,SF,Rafael Nadal,Spain,ESP,2,5,2360,Stefanos Tsitsipas,8,Greece,GRE,7,-5,2151,6-3 6-4,2,47,,,
2019-05-13,Rome Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,2,2,2358,Fernando Verdasco,,Spain,ESP,38,-3,2018,6-4 6-0,2,47,,,
2019-05-13,Rome Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,2,2,2356,Nikoloz Basilashvili,14,Georgia,GEO,18,-2,1965,6-1 6-0,2,47,,,
2019-05-13,Rome Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,2,2,2354,Jeremy Chardy,,France,FRA,42,-2,1934,6-0 6-1,2,47,,,
2019-05-06,Madrid Masters,M,3,C,false,SF,Stefanos Tsitsipas,Greece,GRE,9,18,2120,Rafael Nadal,2,Spain,ESP,2,-18,2372,6-4 2-6 6-3,8,53,,,
2019-05-06,Madrid Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,2,4,2368,Stan Wawrinka,,Switzerland,SUI,34,-4,2106,6-1 6-2,2,53,,,
2019-05-06,Madrid Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,2,2,2366,Frances Tiafoe,,United States,USA,37,-1,1961,6-3 6-4,2,53,,,
2019-05-06,Madrid Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,2,1,2365,Felix Auger Aliassime,,Canada,CAN,30,-1,1937,6-3 6-3,2,53,WC,,
2019-04-22,Barcelona,A,3,C,false,SF,Dominic Thiem,Austria,AUT,5,16,2131,Rafael Nadal,1,Spain,ESP,2,-16,2381,6-4 6-4,3,36,,,
2019-04-22,Barcelona,A,3,C,false,QF,Rafael Nadal,Spain,ESP,2,2,2379,Jan Lennard Struff,,Germany,GER,51,-2,1982,7-5 7-5,1,36,,,
2019-04-22,Barcelona,A,3,C,false,R16,Rafael Nadal,Spain,ESP,2,1,2378,David Ferrer,,Spain,ESP,155,-2,1934,6-3 6-3,1,36,WC,,
2019-04-22,Barcelona,A,3,C,false,R32,Rafael Nadal,Spain,ESP,2,1,2377,Leonardo Mayer,,Argentina,ARG,63,-1,1893,6-7(7) 6-4 6-2,1,36,,,
2019-04-15,Monte Carlo Masters,M,3,C,false,SF,Fabio Fognini,Italy,ITA,18,21,2014,Rafael Nadal,2,Spain,ESP,2,-20,2397,6-4 6-2,13,25,,,
2019-04-15,Monte Carlo Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,2,2,2395,Guido Pella,,Argentina,ARG,35,-2,1950,7-6(1) 6-3,2,25,,,
2019-04-15,Monte Carlo Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,2,3,2392,Grigor Dimitrov,,Bulgaria,BUL,28,-3,2082,6-4 6-1,2,25,,,
2019-04-15,Monte Carlo Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,2,3,2389,Roberto Bautista Agut,,Spain,ESP,22,-3,2113,6-1 6-1,2,25,,,
2019-03-04,Indian Wells Masters,M,3,H,false,SF,Roger Federer,Switzerland,SUI,4,6,2362,Rafael Nadal,2,Spain,ESP,2,-6,2395,W/O,4,45,,,W/O
2019-03-04,Indian Wells Masters,M,3,H,false,QF,Rafael Nadal,Spain,ESP,2,3,2392,Karen Khachanov,12,Russian Federation,RUS,13,-4,2105,7-6(2) 7-6(2),2,45,,,
2019-03-04,Indian Wells Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,2,2,2390,Filip Krajinovic,,Serbia,SRB,113,-1,1944,6-3 6-4,2,45,Q,,
2019-03-04,Indian Wells Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,2,1,2389,Diego Sebastian Schwartzman,25,Argentina,ARG,26,-2,1988,6-3 6-1,2,45,,,
2019-03-04,Indian Wells Masters,M,3,H,false,R64,Rafael Nadal,Spain,ESP,2,1,2388,Jared Donaldson,,United States,USA,192,-1,1860,6-1 6-1,2,45,WC,,
2019-02-25,Acapulco,A,3,H,false,R16,Nick Kyrgios,Australia,AUS,72,16,2072,Rafael Nadal,1,Spain,ESP,2,-15,2403,3-6 7-6(2) 7-6(6),,66,,,
2019-02-25,Acapulco,A,3,H,false,R32,Rafael Nadal,Spain,ESP,2,1,2402,Mischa Zverev,,Germany,GER,76,-1,1814,6-3 6-3,1,66,,,
